u_right,unitary_defect,wronskian_out_var,wronskian_in_var,matching_var
80.0,0.00019489891507482542,2.521597577743321e-10,2.521597577743321e-10,4.574140756915443e-09
120.0,8.661207203654808e-05,3.281161831054563e-10,3.281161831054563e-10,5.6794860553138895e-09
180.0,3.8492495438835164e-05,2.7370055181529616e-10,2.7370055181529616e-10,1.5118919994866518e-09
