u_right,unitary_defect,wronskian_out_var,wronskian_in_var,matching_var
80.0,0.00025963895219915326,3.0829148080570794e-10,3.0829148080570794e-10,3.919665957792948e-10
120.0,0.00011537969215341888,3.5888295655653247e-10,3.5888295655653247e-10,4.7171340386229e-10
180.0,5.127701345241868e-05,2.299622001018576e-10,2.299622001018576e-10,4.762933262150441e-10
