u_right,unitary_defect,wronskian_out_var,wronskian_in_var,matching_var
80.0,0.0001948989150766016,2.4976050089392926e-10,2.4976050089392926e-10,4.410118109930506e-09
120.0,8.661207204054519e-05,3.312180071190624e-10,3.312180071190624e-10,5.952036213337832e-09
180.0,3.849249543772476e-05,2.6828264499364324e-10,2.6828264499364324e-10,1.4110768138711214e-09
